Country,Make,Model,Year,Review Score,Sales Volume
USA,Volkswagen,Passat,2019,4.4,3778
France,Volkswagen,Passat,2020,4.0,16136
Germany,Volkswagen,Passat,2020,2.2,6011
USA,Volkswagen,Passat,2020,3.0,12979
France,Volkswagen,Passat,2012,3.4,13645
Germany,Volkswagen,Passat,2012,2.8,1251
USA,Volkswagen,Passat,2012,3.2,1752
France,Volkswagen,Passat,2014,4.4,16268
Germany,Volkswagen,Passat,2014,4.2,17513
USA,Volkswagen,Passat,2014,3.9,2262
France,Volkswagen,Passat,2016,1.6,4549
Germany,Volkswagen,Passat,2016,2.6,5661
USA,Volkswagen,Passat,2016,3.9,2712
France,Volkswagen,Passat,2018,3.2,15385
Germany,Volkswagen,Passat,2018,4.0,13357
USA,Volkswagen,Passat,2018,4.3,4843
France,Volkswagen,Passat,2013,2.5,5008
Germany,Volkswagen,Passat,2013,3.3,17147
USA,Volkswagen,Passat,2013,3.4,8750
France,Volkswagen,Passat,2010,3.6,5396
Germany,Volkswagen,Passat,2010,2.2,13951
USA,Volkswagen,Passat,2010,2.0,9307
France,Volkswagen,Passat,2015,3.4,4483
Germany,Volkswagen,Passat,2015,3.5,5577
USA,Volkswagen,Passat,2015,2.4,8018
France,Lexus,ES,2017,1.4,16006
Germany,Lexus,ES,2017,2.0,3625
USA,Lexus,ES,2017,2.6,11816
France,Lexus,ES,2011,4.2,2468
Germany,Lexus,ES,2011,4.1,8182
USA,Lexus,ES,2011,3.2,17776
France,Lexus,ES,2021,4.6,15729
Germany,Lexus,ES,2021,4.1,13891
USA,Lexus,ES,2021,3.9,1594
France,Lexus,ES,2022,2.3,18370
Germany,Lexus,ES,2022,3.6,3770
USA,Lexus,ES,2022,3.3,12407
France,Lexus,ES,2019,4.2,9316
Germany,Lexus,ES,2019,1.4,1436
USA,Lexus,ES,2019,2.4,13516
France,Lexus,ES,2020,4.3,6965
Germany,Lexus,ES,2020,3.6,1301
USA,Lexus,ES,2020,2.2,1245
France,Lexus,ES,2012,2.1,18453
Germany,Lexus,ES,2012,1.6,3440
USA,Lexus,ES,2012,4.7,8369
France,Lexus,ES,2014,2.2,14461
Germany,Lexus,ES,2014,4.5,3226
USA,Lexus,ES,2014,2.3,13767
France,Lexus,ES,2016,1.8,17657
Germany,Lexus,ES,2016,2.0,5217
USA,Lexus,ES,2016,2.2,3416
France,Lexus,ES,2018,3.2,14321
Germany,Lexus,ES,2018,4.5,643
USA,Lexus,ES,2018,3.7,10394
France,Lexus,ES,2013,2.1,16269
Germany,Lexus,ES,2013,2.8,11220
USA,Lexus,ES,2013,1.9,15816
France,Lexus,ES,2010,2.9,15314
Germany,Lexus,ES,2010,3.4,16003
USA,Lexus,ES,2010,3.0,1458
France,Lexus,ES,2015,3.3,602
Germany,Lexus,ES,2015,3.2,17183
USA,Lexus,ES,2015,4.9,5676
France,BMW,5 Series,2017,4.1,12662
Germany,BMW,5 Series,2017,4.8,2960
USA,BMW,5 Series,2017,3.7,17535
France,BMW,5 Series,2011,3.0,10622
Germany,BMW,5 Series,2011,2.1,11228
USA,BMW,5 Series,2011,4.6,4139
France,BMW,5 Series,2021,1.5,11201
Germany,BMW,5 Series,2021,1.6,13740
USA,BMW,5 Series,2021,4.1,14822
France,BMW,5 Series,2022,1.7,6671
Germany,BMW,5 Series,2022,1.8,17485
USA,BMW,5 Series,2022,3.2,12817
France,BMW,5 Series,2019,3.1,9421
Germany,BMW,5 Series,2019,3.7,10763
USA,BMW,5 Series,2019,1.9,4557
France,BMW,5 Series,2020,3.4,11088
Germany,BMW,5 Series,2020,2.8,17631
USA,BMW,5 Series,2020,4.6,11425
France,BMW,5 Series,2012,3.1,6618
Germany,BMW,5 Series,2012,1.8,6695
USA,BMW,5 Series,2012,1.2,3496
France,BMW,5 Series,2014,2.8,14057
Germany,BMW,5 Series,2014,4.2,7971
USA,BMW,5 Series,2014,3.7,14877
France,BMW,5 Series,2016,1.2,6695
Germany,BMW,5 Series,2016,4.7,2778
USA,BMW,5 Series,2016,1.9,12125
France,BMW,5 Series,2018,1.4,11128
Germany,BMW,5 Series,2018,3.3,16744
USA,BMW,5 Series,2018,2.9,15726
France,BMW,5 Series,2013,2.9,14005
Germany,BMW,5 Series,2013,2.6,15908
USA,BMW,5 Series,2013,4.1,11682
France,BMW,5 Series,2010,3.0,13518
Germany,BMW,5 Series,2010,3.0,2337
USA,BMW,5 Series,2010,2.2,15939
France,BMW,5 Series,2015,1.5,10302
Germany,BMW,5 Series,2015,1.6,2450
USA,BMW,5 Series,2015,4.8,1929
France,Nissan,Leaf,2017,3.1,14209
Germany,Nissan,Leaf,2017,4.0,12914
USA,Nissan,Leaf,2017,2.4,7184
France,Nissan,Leaf,2011,3.2,9973
Germany,Nissan,Leaf,2011,4.4,8989
USA,Nissan,Leaf,2011,4.6,4540
France,Nissan,Leaf,2021,1.8,5292
Germany,Nissan,Leaf,2021,2.9,7397
USA,Nissan,Leaf,2021,3.0,12127
France,Nissan,Leaf,2022,2.6,2906
Germany,Nissan,Leaf,2022,3.4,17053
USA,Nissan,Leaf,2022,4.1,6674
France,Nissan,Leaf,2019,3.2,15206
Germany,Nissan,Leaf,2019,3.9,4868
USA,Nissan,Leaf,2019,2.5,9521
France,Nissan,Leaf,2020,1.9,7241
Germany,Nissan,Leaf,2020,3.6,1139
USA,Nissan,Leaf,2020,3.8,14796
France,Nissan,Leaf,2012,2.1,18332
Germany,Nissan,Leaf,2012,2.3,8919
USA,Nissan,Leaf,2012,2.2,13042
France,Nissan,Leaf,2014,3.5,5502
Germany,Nissan,Leaf,2014,3.9,7153
USA,Nissan,Leaf,2014,3.5,12532
France,Nissan,Leaf,2016,1.6,6192
Germany,Nissan,Leaf,2016,1.2,5039
USA,Nissan,Leaf,2016,4.6,9052
France,Nissan,Leaf,2018,3.4,6960
Germany,Nissan,Leaf,2018,1.8,12477
USA,Nissan,Leaf,2018,2.4,6582
France,Nissan,Leaf,2013,2.4,15661
Germany,Nissan,Leaf,2013,2.2,7181
USA,Nissan,Leaf,2013,2.6,17320
France,Nissan,Leaf,2010,4.4,13309
Germany,Nissan,Leaf,2010,4.4,13148
USA,Nissan,Leaf,2010,2.3,17631
France,Nissan,Leaf,2015,2.1,15674
Germany,Nissan,Leaf,2015,2.2,6385
USA,Nissan,Leaf,2015,3.8,5426
France,Porsche,Macan,2017,3.3,9618
Germany,Porsche,Macan,2017,4.0,3099
USA,Porsche,Macan,2017,3.6,5472
France,Porsche,Macan,2011,4.2,16081
Germany,Porsche,Macan,2011,1.6,15325
USA,Porsche,Macan,2011,4.2,5592
France,Porsche,Macan,2021,2.6,518
Germany,Porsche,Macan,2021,3.8,606
USA,Porsche,Macan,2021,4.6,18305
France,Porsche,Macan,2022,4.5,8684
Germany,Porsche,Macan,2022,1.5,4391
USA,Porsche,Macan,2022,1.1,7384
France,Porsche,Macan,2019,2.3,4068
Germany,Porsche,Macan,2019,4.5,13236
USA,Porsche,Macan,2019,3.6,15839
France,Porsche,Macan,2020,3.1,1725
Germany,Porsche,Macan,2020,2.1,9662
USA,Porsche,Macan,2020,1.1,18232
France,Porsche,Macan,2012,2.1,15180
Germany,Porsche,Macan,2012,3.1,850
USA,Porsche,Macan,2012,1.9,7606
France,Porsche,Macan,2014,1.5,16243
Germany,Porsche,Macan,2014,1.4,16680
USA,Porsche,Macan,2014,1.4,10197
France,Porsche,Macan,2016,2.2,15728
Germany,Porsche,Macan,2016,3.2,8842
USA,Porsche,Macan,2016,2.9,16275
France,Porsche,Macan,2018,2.4,17453
Germany,Porsche,Macan,2018,4.4,577
USA,Porsche,Macan,2018,1.4,3602
France,Porsche,Macan,2013,2.2,17894
Germany,Porsche,Macan,2013,1.8,730
USA,Porsche,Macan,2013,4.4,12522
France,Porsche,Macan,2010,4.1,1356
Germany,Porsche,Macan,2010,1.3,2697
USA,Porsche,Macan,2010,2.8,10396
France,Porsche,Macan,2015,2.8,7498
Germany,Porsche,Macan,2015,2.1,942
USA,Porsche,Macan,2015,1.6,4379
France,Audi,A6,2017,3.7,4405
Germany,Audi,A6,2017,1.3,17088
USA,Audi,A6,2017,2.4,15632
France,Audi,A6,2011,2.5,8575
Germany,Audi,A6,2011,4.7,7072
USA,Audi,A6,2011,2.5,5772
France,Audi,A6,2021,2.8,5638
Germany,Audi,A6,2021,2.0,6618
USA,Audi,A6,2021,4.8,4327
France,Audi,A6,2022,2.3,7879
Germany,Audi,A6,2022,1.1,1304
USA,Audi,A6,2022,1.6,14482
France,Audi,A6,2019,3.8,9017
Germany,Audi,A6,2019,1.2,5546
USA,Audi,A6,2019,1.6,6822
France,Audi,A6,2020,2.9,6158
Germany,Audi,A6,2020,3.6,3342
USA,Audi,A6,2020,4.6,7182
France,Audi,A6,2012,4.8,15523
Germany,Audi,A6,2012,4.1,10502
USA,Audi,A6,2012,3.6,17046
France,Audi,A6,2014,4.4,7112
Germany,Audi,A6,2014,4.2,16298
USA,Audi,A6,2014,3.2,16709
France,Audi,A6,2016,4.6,16896
Germany,Audi,A6,2016,2.3,10495
USA,Audi,A6,2016,2.5,5257
France,Audi,A6,2018,4.4,3017
Germany,Audi,A6,2018,4.5,11866
USA,Audi,A6,2018,3.3,8393
France,Audi,A6,2013,2.6,2807
Germany,Audi,A6,2013,3.8,5519
USA,Audi,A6,2013,4.5,9907
France,Audi,A6,2010,4.6,11095
Germany,Audi,A6,2010,1.9,4742
USA,Audi,A6,2010,2.8,13985
France,Audi,A6,2015,3.2,17716
Germany,Audi,A6,2015,2.4,8450
USA,Audi,A6,2015,4.7,7225
France,Chevrolet,Equinox,2017,3.4,16019
Germany,Chevrolet,Equinox,2017,4.2,12568
USA,Chevrolet,Equinox,2017,2.7,6050
France,Chevrolet,Equinox,2011,4.2,16157
Germany,Chevrolet,Equinox,2011,1.6,14742
USA,Chevrolet,Equinox,2011,3.0,16635
France,Chevrolet,Equinox,2021,3.6,6114
Germany,Chevrolet,Equinox,2021,3.2,2937
USA,Chevrolet,Equinox,2021,3.1,3335
France,Chevrolet,Equinox,2022,4.4,4987
Germany,Chevrolet,Equinox,2022,2.9,16257
USA,Chevrolet,Equinox,2022,2.0,8047
France,Chevrolet,Equinox,2019,1.7,3301
Germany,Chevrolet,Equinox,2019,4.3,5773
USA,Chevrolet,Equinox,2019,2.7,13562
France,Chevrolet,Equinox,2020,1.1,9293
Germany,Chevrolet,Equinox,2020,1.6,11170
USA,Chevrolet,Equinox,2020,1.6,3402
France,Chevrolet,Equinox,2012,1.8,7119
Germany,Chevrolet,Equinox,2012,1.8,9665
USA,Chevrolet,Equinox,2012,4.6,4080
France,Chevrolet,Equinox,2014,3.0,11792
Germany,Chevrolet,Equinox,2014,4.6,1162
USA,Chevrolet,Equinox,2014,3.3,11780
France,Chevrolet,Equinox,2016,2.2,7458
Germany,Chevrolet,Equinox,2016,3.7,15123
USA,Chevrolet,Equinox,2016,1.3,11632
France,Chevrolet,Equinox,2018,2.6,11793
Germany,Chevrolet,Equinox,2018,1.2,1132
USA,Chevrolet,Equinox,2018,4.0,10502
France,Chevrolet,Equinox,2013,4.1,13510
Germany,Chevrolet,Equinox,2013,2.7,14113
USA,Chevrolet,Equinox,2013,2.3,3011
France,Chevrolet,Equinox,2010,1.5,8522
Germany,Chevrolet,Equinox,2010,4.1,17360
USA,Chevrolet,Equinox,2010,3.4,2019
France,Chevrolet,Equinox,2015,2.5,3061
Germany,Chevrolet,Equinox,2015,3.6,3674
USA,Chevrolet,Equinox,2015,3.4,2313
France,Chevrolet,Malibu,2017,1.7,4869
Germany,Chevrolet,Malibu,2017,4.4,10226
USA,Chevrolet,Malibu,2017,2.0,7380
France,Chevrolet,Malibu,2011,4.6,6566
Germany,Chevrolet,Malibu,2011,1.7,13189
USA,Chevrolet,Malibu,2011,2.9,6379
France,Chevrolet,Malibu,2021,4.5,14714
Germany,Chevrolet,Malibu,2021,3.5,2368
USA,Chevrolet,Malibu,2021,1.3,17332
France,Chevrolet,Malibu,2022,2.3,18497
Germany,Chevrolet,Malibu,2022,2.0,5827
USA,Chevrolet,Malibu,2022,3.4,10986
France,Chevrolet,Malibu,2019,1.8,13697
Germany,Chevrolet,Malibu,2019,3.3,2248
USA,Chevrolet,Malibu,2019,1.5,6915
France,Chevrolet,Malibu,2020,1.7,5745
Germany,Chevrolet,Malibu,2020,1.7,1021
USA,Chevrolet,Malibu,2020,2.4,17839
France,Chevrolet,Malibu,2012,3.4,17280
Germany,Chevrolet,Malibu,2012,4.5,17044
USA,Chevrolet,Malibu,2012,2.9,11559
France,Chevrolet,Malibu,2014,1.9,16987
Germany,Chevrolet,Malibu,2014,4.2,6783
USA,Chevrolet,Malibu,2014,2.6,11004
France,Chevrolet,Malibu,2016,1.9,9915
Germany,Chevrolet,Malibu,2016,4.1,2541
USA,Chevrolet,Malibu,2016,4.2,10661
France,Chevrolet,Malibu,2018,3.8,8547
Germany,Chevrolet,Malibu,2018,3.6,16936
USA,Chevrolet,Malibu,2018,1.1,13716
France,Chevrolet,Malibu,2013,3.1,8165
Germany,Chevrolet,Malibu,2013,1.4,15577
USA,Chevrolet,Malibu,2013,4.0,9991
France,Chevrolet,Malibu,2010,1.3,12349
Germany,Chevrolet,Malibu,2010,3.4,916
USA,Chevrolet,Malibu,2010,3.4,12835
France,Chevrolet,Malibu,2015,2.6,10063
Germany,Chevrolet,Malibu,2015,2.5,10142
USA,Chevrolet,Malibu,2015,2.4,10540
France,Acura,RLX,2017,3.8,18283
Germany,Acura,RLX,2017,3.3,17726
USA,Acura,RLX,2017,3.6,12598
France,Acura,RLX,2011,1.5,15444
Germany,Acura,RLX,2011,2.3,7734
USA,Acura,RLX,2011,2.7,1142
France,Acura,RLX,2021,2.7,8087
Germany,Acura,RLX,2021,3.2,550
USA,Acura,RLX,2021,1.2,13891
France,Acura,RLX,2022,1.5,1565
Germany,Acura,RLX,2022,1.8,3433
USA,Acura,RLX,2022,1.6,4929
France,Acura,RLX,2019,2.6,14116
Germany,Acura,RLX,2019,3.1,2270
USA,Acura,RLX,2019,1.1,863
France,Acura,RLX,2020,3.6,9371
Germany,Acura,RLX,2020,4.2,13742
USA,Acura,RLX,2020,1.8,11167
France,Acura,RLX,2012,3.8,18413
Germany,Acura,RLX,2012,2.4,718
USA,Acura,RLX,2012,2.2,17952
France,Acura,RLX,2014,3.7,7575
Germany,Acura,RLX,2014,3.0,15221
USA,Acura,RLX,2014,3.2,8267
France,Acura,RLX,2016,1.9,3666
Germany,Acura,RLX,2016,1.8,11398
USA,Acura,RLX,2016,2.4,4712
France,Acura,RLX,2018,1.9,6506
Germany,Acura,RLX,2018,4.6,12946
USA,Acura,RLX,2018,1.8,569
France,Acura,RLX,2013,2.9,5486
Germany,Acura,RLX,2013,1.7,13869
USA,Acura,RLX,2013,1.5,15146
France,Acura,RLX,2010,3.1,10287
Germany,Acura,RLX,2010,2.3,15468
USA,Acura,RLX,2010,1.9,5409
France,Acura,RLX,2015,2.6,3110
Germany,Acura,RLX,2015,3.3,11396
USA,Acura,RLX,2015,2.1,14768
France,Subaru,Forester,2017,4.5,561
Germany,Subaru,Forester,2017,1.4,9236
USA,Subaru,Forester,2017,3.7,6064
France,Subaru,Forester,2011,2.1,2355
Germany,Subaru,Forester,2011,3.2,11431
USA,Subaru,Forester,2011,3.3,1005
France,Subaru,Forester,2021,1.8,7329
Germany,Subaru,Forester,2021,3.2,18105
USA,Subaru,Forester,2021,1.7,16555
France,Subaru,Forester,2022,1.3,5187
Germany,Subaru,Forester,2022,3.8,16665
USA,Subaru,Forester,2022,3.5,17772
France,Subaru,Forester,2019,1.6,2496
Germany,Subaru,Forester,2019,4.3,10847
USA,Subaru,Forester,2019,1.4,4226
France,Subaru,Forester,2020,3.8,14052
Germany,Subaru,Forester,2020,2.4,13723
USA,Subaru,Forester,2020,3.0,7103
France,Subaru,Forester,2012,1.5,5254
Germany,Subaru,Forester,2012,2.5,11693
USA,Subaru,Forester,2012,2.1,11750
France,Subaru,Forester,2014,2.1,4462
Germany,Subaru,Forester,2014,4.4,16640
USA,Subaru,Forester,2014,2.4,5924
France,Subaru,Forester,2016,4.4,9658
Germany,Subaru,Forester,2016,4.0,7468
USA,Subaru,Forester,2016,4.4,16225
France,Subaru,Forester,2018,3.3,10341
Germany,Subaru,Forester,2018,1.1,3248
USA,Subaru,Forester,2018,1.3,16608
France,Subaru,Forester,2013,1.9,10000
Germany,Subaru,Forester,2013,3.1,16923
USA,Subaru,Forester,2013,2.5,1643
France,Subaru,Forester,2010,4.6,2859
Germany,Subaru,Forester,2010,2.1,15524
USA,Subaru,Forester,2010,3.6,2470
France,Subaru,Forester,2015,3.9,7735
Germany,Subaru,Forester,2015,3.6,15878
USA,Subaru,Forester,2015,4.3,2134
France,Mercedes-Benz,S-Class,2017,3.0,5055
Germany,Mercedes-Benz,S-Class,2017,4.3,1447
USA,Mercedes-Benz,S-Class,2017,3.2,5508
France,Mercedes-Benz,S-Class,2011,4.6,8860
Germany,Mercedes-Benz,S-Class,2011,2.3,15115
USA,Mercedes-Benz,S-Class,2011,3.3,17189
France,Mercedes-Benz,S-Class,2021,2.3,3078
Germany,Mercedes-Benz,S-Class,2021,3.1,10858
USA,Mercedes-Benz,S-Class,2021,3.8,4564
France,Mercedes-Benz,S-Class,2022,2.7,13629
Germany,Mercedes-Benz,S-Class,2022,3.7,15289
USA,Mercedes-Benz,S-Class,2022,1.7,5501
France,Mercedes-Benz,S-Class,2019,2.2,11852
Germany,Mercedes-Benz,S-Class,2019,4.7,1805
USA,Mercedes-Benz,S-Class,2019,4.1,14664
France,Mercedes-Benz,S-Class,2020,3.4,6848
Germany,Mercedes-Benz,S-Class,2020,2.4,3680
USA,Mercedes-Benz,S-Class,2020,1.2,18029
France,Mercedes-Benz,S-Class,2012,2.3,15271
Germany,Mercedes-Benz,S-Class,2012,1.4,835
USA,Mercedes-Benz,S-Class,2012,2.5,8397
France,Mercedes-Benz,S-Class,2014,2.2,5216
Germany,Mercedes-Benz,S-Class,2014,2.9,5915
USA,Mercedes-Benz,S-Class,2014,2.0,1441
France,Mercedes-Benz,S-Class,2016,3.6,3981
Germany,Mercedes-Benz,S-Class,2016,1.1,4018
USA,Mercedes-Benz,S-Class,2016,4.1,6881
France,Mercedes-Benz,S-Class,2018,3.9,13341
Germany,Mercedes-Benz,S-Class,2018,2.7,9558
USA,Mercedes-Benz,S-Class,2018,1.3,15291
France,Mercedes-Benz,S-Class,2013,4.4,14371
Germany,Mercedes-Benz,S-Class,2013,1.8,2986
USA,Mercedes-Benz,S-Class,2013,4.7,3804
France,Mercedes-Benz,S-Class,2010,4.2,7202
Germany,Mercedes-Benz,S-Class,2010,2.3,6143
USA,Mercedes-Benz,S-Class,2010,4.0,1057
France,Mercedes-Benz,S-Class,2015,3.8,4242
Germany,Mercedes-Benz,S-Class,2015,3.7,11140
USA,Mercedes-Benz,S-Class,2015,2.1,16657
France,Fiat,Panda,2017,4.6,609
Germany,Fiat,Panda,2017,4.1,14694
USA,Fiat,Panda,2017,1.5,5628
France,Fiat,Panda,2011,4.2,8813
Germany,Fiat,Panda,2011,2.0,9279
USA,Fiat,Panda,2011,3.8,4969
France,Fiat,Panda,2021,4.4,8098
Germany,Fiat,Panda,2021,2.9,6998
USA,Fiat,Panda,2021,3.8,14984
France,Fiat,Panda,2022,3.2,12036
Germany,Fiat,Panda,2022,3.0,10816
USA,Fiat,Panda,2022,2.5,11873
France,Fiat,Panda,2019,3.8,17289
Germany,Fiat,Panda,2019,1.5,15416
USA,Fiat,Panda,2019,4.9,18063
France,Fiat,Panda,2020,2.2,2350
Germany,Fiat,Panda,2020,3.4,3371
USA,Fiat,Panda,2020,4.0,10285
France,Fiat,Panda,2012,3.0,15558
Germany,Fiat,Panda,2012,4.3,2413
USA,Fiat,Panda,2012,3.5,11304
France,Fiat,Panda,2014,2.7,8311
Germany,Fiat,Panda,2014,3.1,9606
USA,Fiat,Panda,2014,3.7,15050
France,Fiat,Panda,2016,1.3,16917
Germany,Fiat,Panda,2016,1.3,3476
USA,Fiat,Panda,2016,4.8,4420
France,Fiat,Panda,2018,3.1,17856
Germany,Fiat,Panda,2018,1.8,5404
USA,Fiat,Panda,2018,1.4,10152
France,Fiat,Panda,2013,4.7,7903
Germany,Fiat,Panda,2013,3.2,11144
USA,Fiat,Panda,2013,4.4,14239
France,Fiat,Panda,2010,4.8,3362
Germany,Fiat,Panda,2010,4.9,11698
USA,Fiat,Panda,2010,2.6,9494
France,Fiat,Panda,2015,4.7,18144
Germany,Fiat,Panda,2015,2.8,7687
USA,Fiat,Panda,2015,3.8,13577
France,Acura,MDX,2017,3.8,9530
Germany,Acura,MDX,2017,2.3,17537
USA,Acura,MDX,2017,4.8,7189
France,Acura,MDX,2011,1.3,1965
Germany,Acura,MDX,2011,3.3,7045
USA,Acura,MDX,2011,1.3,11362
France,Acura,MDX,2021,1.8,8572
Germany,Acura,MDX,2021,4.2,1547
USA,Acura,MDX,2021,3.5,16493
France,Acura,MDX,2022,3.0,8149
Germany,Acura,MDX,2022,3.3,14180
USA,Acura,MDX,2022,4.6,6952
France,Acura,MDX,2019,3.6,8002
Germany,Acura,MDX,2019,4.7,7221
USA,Acura,MDX,2019,4.5,14713
France,Acura,MDX,2020,2.8,5769
Germany,Acura,MDX,2020,2.7,9557
USA,Acura,MDX,2020,4.9,5972
France,Acura,MDX,2012,2.7,16237
Germany,Acura,MDX,2012,4.4,18354
USA,Acura,MDX,2012,1.8,13408
France,Acura,MDX,2014,2.0,3997
Germany,Acura,MDX,2014,2.5,4187
USA,Acura,MDX,2014,3.0,14453
France,Acura,MDX,2016,2.8,2526
Germany,Acura,MDX,2016,4.6,2975
USA,Acura,MDX,2016,2.8,4611
France,Acura,MDX,2018,1.5,15643
Germany,Acura,MDX,2018,1.2,3908
USA,Acura,MDX,2018,1.8,3984
France,Acura,MDX,2013,1.5,15342
Germany,Acura,MDX,2013,2.1,8371
USA,Acura,MDX,2013,1.6,11487
France,Acura,MDX,2010,2.6,10306
Germany,Acura,MDX,2010,3.1,8042
USA,Acura,MDX,2010,3.0,2880
France,Acura,MDX,2015,4.7,16472
Germany,Acura,MDX,2015,3.4,13941
USA,Acura,MDX,2015,2.6,13872
France,Ford,Escape,2017,4.8,16832
Germany,Ford,Escape,2017,1.6,8567
USA,Ford,Escape,2017,3.3,12715
France,Ford,Escape,2011,2.0,12631
Germany,Ford,Escape,2011,4.2,7220
USA,Ford,Escape,2011,4.2,10845
France,Ford,Escape,2021,4.3,1533
Germany,Ford,Escape,2021,1.4,2587
USA,Ford,Escape,2021,3.6,7977
France,Ford,Escape,2022,3.4,14447
Germany,Ford,Escape,2022,2.3,3912
USA,Ford,Escape,2022,1.5,10751
France,Ford,Escape,2019,3.6,13703
Germany,Ford,Escape,2019,3.2,9134
USA,Ford,Escape,2019,3.3,13737
France,Ford,Escape,2020,2.0,12512
Germany,Ford,Escape,2020,3.3,6125
USA,Ford,Escape,2020,2.0,9390
France,Ford,Escape,2012,1.1,5015
Germany,Ford,Escape,2012,4.8,12728
USA,Ford,Escape,2012,3.6,14821
France,Ford,Escape,2014,4.0,8685
Germany,Ford,Escape,2014,3.3,6097
USA,Ford,Escape,2014,1.9,2052
France,Ford,Escape,2016,2.0,8220
Germany,Ford,Escape,2016,2.2,6917
USA,Ford,Escape,2016,1.6,7169
France,Ford,Escape,2018,1.1,7108
Germany,Ford,Escape,2018,3.7,18266
USA,Ford,Escape,2018,2.7,2626
France,Ford,Escape,2013,1.6,17523
Germany,Ford,Escape,2013,4.6,3906
USA,Ford,Escape,2013,2.7,6314
France,Ford,Escape,2010,4.6,15949
Germany,Ford,Escape,2010,1.6,14651
USA,Ford,Escape,2010,4.4,9634
France,Ford,Escape,2015,2.8,8339
Germany,Ford,Escape,2015,4.4,12452
USA,Ford,Escape,2015,3.7,3856
France,Volvo,S90,2017,3.5,4053
Germany,Volvo,S90,2017,1.7,1413
USA,Volvo,S90,2017,2.1,17748
France,Volvo,S90,2011,2.0,3472
Germany,Volvo,S90,2011,3.3,11843
USA,Volvo,S90,2011,3.4,16108
France,Volvo,S90,2021,2.8,15725
Germany,Volvo,S90,2021,1.5,18478
USA,Volvo,S90,2021,3.6,4438
France,Volvo,S90,2022,1.4,5510
Germany,Volvo,S90,2022,3.1,11019
USA,Volvo,S90,2022,2.9,1758
France,Volvo,S90,2019,3.4,12891
Germany,Volvo,S90,2019,4.7,9757
USA,Volvo,S90,2019,4.6,6873
France,Volvo,S90,2020,2.8,13720
Germany,Volvo,S90,2020,1.5,6448
USA,Volvo,S90,2020,4.8,9376
France,Volvo,S90,2012,3.6,16153
Germany,Volvo,S90,2012,2.6,7121
USA,Volvo,S90,2012,2.4,5889
France,Volvo,S90,2014,3.7,18127
Germany,Volvo,S90,2014,3.2,5578
USA,Volvo,S90,2014,2.6,3622
France,Volvo,S90,2016,1.4,14910
Germany,Volvo,S90,2016,4.2,1251
USA,Volvo,S90,2016,2.6,1184
France,Volvo,S90,2018,1.1,7656
Germany,Volvo,S90,2018,1.7,2675
USA,Volvo,S90,2018,4.6,17928
France,Volvo,S90,2013,4.3,8328
Germany,Volvo,S90,2013,2.9,10187
USA,Volvo,S90,2013,1.4,9379
France,Volvo,S90,2010,1.6,12845
Germany,Volvo,S90,2010,2.0,4959
USA,Volvo,S90,2010,1.9,6873
France,Volvo,S90,2015,1.9,7044
Germany,Volvo,S90,2015,2.1,14932
USA,Volvo,S90,2015,3.7,15845
France,Jaguar,I-PACE,2017,4.1,9270
Germany,Jaguar,I-PACE,2017,4.4,13107
USA,Jaguar,I-PACE,2017,4.0,11725
France,Jaguar,I-PACE,2011,3.2,14749
Germany,Jaguar,I-PACE,2011,3.5,12198
USA,Jaguar,I-PACE,2011,1.5,10511
France,Jaguar,I-PACE,2021,3.0,16832
Germany,Jaguar,I-PACE,2021,1.3,5637
USA,Jaguar,I-PACE,2021,4.7,11706
France,Jaguar,I-PACE,2022,2.7,9850
Germany,Jaguar,I-PACE,2022,2.6,8431
USA,Jaguar,I-PACE,2022,1.6,16490
France,Jaguar,I-PACE,2019,3.5,10505
Germany,Jaguar,I-PACE,2019,1.3,2765
USA,Jaguar,I-PACE,2019,3.3,7613
France,Jaguar,I-PACE,2020,2.9,5934
Germany,Jaguar,I-PACE,2020,1.9,1871
USA,Jaguar,I-PACE,2020,4.1,3066
France,Jaguar,I-PACE,2012,4.1,15124
Germany,Jaguar,I-PACE,2012,4.8,9577
USA,Jaguar,I-PACE,2012,4.8,5743
France,Jaguar,I-PACE,2014,4.0,12039
Germany,Jaguar,I-PACE,2014,4.3,10392
USA,Jaguar,I-PACE,2014,3.7,3374
France,Jaguar,I-PACE,2016,1.4,5730
Germany,Jaguar,I-PACE,2016,4.2,8164
USA,Jaguar,I-PACE,2016,4.1,2562
France,Jaguar,I-PACE,2018,4.1,3656
Germany,Jaguar,I-PACE,2018,4.7,8773
USA,Jaguar,I-PACE,2018,3.1,1804
France,Jaguar,I-PACE,2013,3.3,17637
Germany,Jaguar,I-PACE,2013,4.5,10626
USA,Jaguar,I-PACE,2013,3.5,12714
France,Jaguar,I-PACE,2010,4.8,12867
Germany,Jaguar,I-PACE,2010,1.5,9679
USA,Jaguar,I-PACE,2010,2.7,17018
France,Jaguar,I-PACE,2015,2.4,10416
Germany,Jaguar,I-PACE,2015,1.2,18414
USA,Jaguar,I-PACE,2015,3.3,7660
France,Kia,Telluride,2017,4.6,6506
Germany,Kia,Telluride,2017,2.6,15094
USA,Kia,Telluride,2017,2.7,17755
France,Kia,Telluride,2011,4.7,9951
Germany,Kia,Telluride,2011,3.1,5727
USA,Kia,Telluride,2011,4.7,2473
France,Kia,Telluride,2021,2.1,15052
